reporting_period,organisation,sector,feedback_category,Feedback_channel,status,District,SubDistrict,location,LAT,LON
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,STC,Cash Assistance ,Information/Report,Phone Call/Hotline,Closed,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Phone Call/Hotline,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Sindue,,-0.5653651,119.851289
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Phone Call/Hotline,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Phone Call/Hotline,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Question,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Thank you note,Suggestion Box,Closed,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,On process,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Phone Call/Hotline,On process,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,STC,Cash Assistance ,Request for Assistances,Phone Call/Hotline,On process,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Cash Assistance ,Information/Report,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Thank you note,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Health and Nutrition,Information/Report,Suggestion Box,Closed,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Cash Assistance ,Thank you note,Helpdesk,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Education,Request for Assistances,Phone Call/Hotline,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Education,Request for Assistances,Phone Call/Hotline,Closed,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Education,Request for Assistances,Phone Call/Hotline,Closed,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Education,Request for Assistances,Phone Call/Hotline,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Jan/19,STC,Education,Request for Assistances,Phone Call/Hotline,Closed,Palu,Tawaeli,,-0.6913922,119.892291
Feb/19,STC,Education,Request for Assistances,Phone Call/Hotline,On process,Donggala,Banawa,,-0.7373055,119.755588
Feb/19,STC,Education,Request for Assistances,Phone Call/Hotline,On process,Donggala,Banawa,,-0.7373055,119.755588
Feb/19,STC,Education,Request for Assistances,Phone Call/Hotline,On process,Palu,Palu Selatan,,-0.9259374,119.903584
Feb/19,STC,Education,Request for Assistances,Phone Call/Hotline,On process,Donggala,Banawa,,-0.7373055,119.755588
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Education,Thank you note,Suggestion Box,Closed,Palu,Palu Timur,,-0.8959228,119.876159
